PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
100,2023-05-26,18:59:24.23,1,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Guzman, Moises",1000138483,Right,CAL_FUL,Undefined,4,Top,0,1,1,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,79.5001,-1.012865,-0.249206,2086.083155,106.697421,9:30,6.2856,0.77704,5.53932,-41.28809,3.93512,-7.93229,1.89813,-0.11691,72.49436,-8.584283,-1.666457,0.484008,99.07808,37.186973,-17.964025,3888.742354,105.70664,80.2555,-30.43008,380.17713,379.53932,-15.230745,5.88936,3.96126,2.72158,-0.7499,50,6.17031,0.80914,-115.33886,-3.39782,5.27456,23.76249,-28.55019,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,19f9f790-fc32-11ed-a9f6-11b62def9100,77.87573,118.42728,,7.00574,,,,2.72186,2.15338,0.09169,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:59:24.23,2023-05-26T18:59:24.2389186-07:00,2023-05-27T01:59:24.2389186Z,FlyBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,e654cd1e-663a-4e8e-a5d0-e9ec50c1e62c,54.96111,-116.35647,11.88125,6.28964,-2.17518,-14.2751,-0.77971,0.58327,2.63728,191.219633,2.72668,110.02407,-23.93272,6.04805,-0.98941,0.06205,0.0099,-0.00205,0.0001,2.14332,88.00601,-18.63219,0.95852,-0.19429,0.06424,-0.01054,0.00068,-1E-05,0.09043,-35.67395,11.22013,-3.50752,0.76098,-0.10571,0.00707,0,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
101,2023-05-26,19:00:05.89,2,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,4,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.31318,-3.670508,-0.886261,2013.377562,226.431687,1:30,6.18075,0.95158,6.24202,-19.72812,14.93776,14.53087,1.14602,1.34494,81.91186,-7.383625,1.741288,0.423762,,,,,,,,,,,,-7.86737,9.14823,-0.89287,50,5.89723,1.43793,-129.60335,-8.89393,-13.35946,27.50026,-16.63954,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,32c55170-fc32-11ed-a9f6-11b62def9100,88.9471,,,7.40132,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:00:05.89,2023-05-26T19:00:05.8902722-07:00,2023-05-27T02:00:05.8902722Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,437481b3-16c0-4118-a9da-582c1ea989b1,54.26008,-130.50416,13.75013,6.17964,-8.34888,-8.31977,-0.94714,1.87553,-6.67973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
102,2023-05-26,19:00:25.11,2,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,4,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.48052,-3.818831,-3.157873,2136.666722,227.430208,1:30,6.17341,0.90661,6.52812,-18.7232,15.07969,15.11269,1.09919,-0.73399,82.12788,-7.39185,-0.415393,0.418454,,,,,,,,,,,,-8.98705,9.4678,-0.69343,50,5.89918,6.65154,-131.04857,-9.27133,-15.45136,30.62678,-15.89616,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,3e346960-fc32-11ed-a9f6-11b62def9100,90.07536,,,8.35264,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:00:25.11,2023-05-26T19:00:25.1125954-07:00,2023-05-27T02:00:25.1125954Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,0de4930a-3c6d-4406-b6a6-8bc170aaeb2e,53.97325,-131.97387,15.31339,6.17203,-8.79107,-7.94808,-0.90144,7.11836,-7.72568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
103,2023-05-26,19:00:44.80,2,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,4,Top,1,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,89.95527,-3.856728,-1.38281,2054.950433,203.452425,12:45,6.2735,0.85247,6.44169,-14.59871,19.45442,7.94268,1.50654,0.24343,82.06115,-6.672038,0.057592,0.420001,89.11204,8.623372,8.524377,2399.902188,109.0362,9.08852,14.52952,182.74929,182.74929,7.360979,1.684244,-4.60079,11.68898,-0.75787,50,5.99261,2.8451,-130.46999,-9.16106,-7.88794,28.82249,-12.13365,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,49f41250-fc32-11ed-a9f6-11b62def9100,89.74378,9.31035,,7.89412,,,,2.3276,1.57882,-0.25733,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:00:44.80,2023-05-26T19:00:44.8059074-07:00,2023-05-27T02:00:44.8059074Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,6fb881b1-2313-4d65-a5d9-ad10224c0c84,54.05966,-131.36376,14.41125,6.27086,-8.7848,-6.06683,-0.84989,3.0897,-3.94397,162.599839,2.3276,127.7925,-16.95828,3.27656,-0.62858,0.11415,-0.01988,0.00292,-0.00023,1.57882,19.59637,-12.55924,0.15452,0.05613,-0.01717,0.0045,-0.00043,-1E-05,-0.25733,19.15448,-4.46727,1.23114,-0.30925,0.06795,-0.01282,0.00179,-0.00012,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
104,2023-05-26,19:01:27.52,3,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,4,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.4042,-2.283364,-1.484632,2149.238057,117.686941,10:00,6.20967,0.79924,5.62624,-38.61325,6.81174,-9.91111,0.85934,-1.41238,72.34568,-9.367516,-3.257202,0.485086,,,,,,,,,,,,4.53567,4.67969,-0.66631,50,5.99053,3.37095,-115.03331,-5.8327,5.99052,24.19016,-25.99331,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,637accf0-fc32-11ed-a9f6-11b62def9100,77.70256,,,7.05852,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:01:27.52,2023-05-26T19:01:27.5260610-07:00,2023-05-27T02:01:27.5260610Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,5134b928-603f-4c4c-8102-ec066dcd2877,54.87173,-116.05325,12.09508,6.21335,-4.73673,-12.99665,-0.80312,3.11837,2.99526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
105,2023-05-26,19:01:50.12,3,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,4,Top,1,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.67562,-1.277008,-0.830306,2089.022373,113.773851,9:45,6.33008,0.87206,5.34077,-41.6601,4.83268,-7.37044,1.66008,-0.52113,71.87674,-8.881066,-2.142159,0.490754,,,,,,,,,,,,3.4678,3.25173,-0.79161,50,6.18506,1.94302,-114.09088,-3.9374,4.52494,22.95824,-27.93105,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,70ee4060-fc32-11ed-a9f6-11b62def9100,76.8051,,,6.79888,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:01:50.12,2023-05-26T19:01:50.1221058-07:00,2023-05-27T02:01:50.1221058Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,284395c3-b6d1-4e92-899e-2d4dab62a78b,55.15943,-115.12441,11.47912,6.33401,-2.68,-13.96553,-0.87449,1.73931,2.26247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
106,2023-05-26,19:02:09.99,3,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,4,Top,1,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,78.49448,-1.492269,-2.470454,1396.104206,253.694983,2:30,6.23143,1.06578,6.42585,-38.35593,6.45638,16.85607,1.66184,0.19822,71.71158,-8.650434,0.589058,0.481804,81.05538,-30.130232,-49.670645,,,,,5.32059,3.60309,-28.409719,0.03151,-9.59012,4.27339,-0.89693,50,6.10776,4.33813,-113.96291,-4.03643,-12.49128,22.81814,-26.60788,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,7cc87630-fc32-11ed-a9f6-11b62def9100,78.23197,1.88417,,6.7829,,,,2.57881,1.88417,-0.05654,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:02:09.99,2023-05-26T19:02:09.9942594-07:00,2023-05-27T02:02:09.9942594Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,2c4e0663-46c2-48fa-bbc8-9c97a07f23d6,54.07519,-114.77596,11.40907,6.2347,-3.08835,-13.30394,-1.05944,4.78322,-6.24564,,2.57813,66.67706,,,,,,,,1.88478,-59.79531,,,,,,,,-0.05573,-78.54128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
107,2023-05-26,19:02:58.15,4,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,4,Top,2,0,0,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,88.9434,-2.680275,-1.879893,2014.577041,225.678391,1:30,6.21075,1.02919,6.46476,-18.71308,16.13024,15.29587,2.18634,0.57652,80.89212,-6.257607,0.895502,0.424846,,,,,,,,,,,,-8.59457,9.61119,-0.90294,50,6.01289,3.64441,-129.08758,-6.54756,-14.3804,28.97769,-16.09262,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,996f83a0-fc32-11ed-a9f6-11b62def9100,88.7203,,,8.05128,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:02:58.15,2023-05-26T19:02:58.1551810-07:00,2023-05-27T02:02:58.1551810Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,0feab6a0-5159-4b9b-a1bc-fb219d928742,54.03575,-129.99037,14.48885,6.20907,-6.0462,-8.04631,-1.02346,4.09243,-7.1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
108,2023-05-26,19:03:33.09,4,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,4,Top,2,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.00181,-1.088759,-3.845621,1907.829455,209.799073,1:00,6.29364,0.71988,6.62843,-20.00281,16.47288,8.68146,3.62744,-2.08322,78.47966,-4.94481,-2.271007,0.434683,,,,,,,,,,,,-5.75973,9.3806,-0.46205,50,6.21126,8.13999,-126.07601,-2.89857,-9.13916,29.02296,-17.28955,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ae50f920-fc32-11ed-a9f6-11b62def9100,86.71238,,,8.52216,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:03:33.09,2023-05-26T19:03:33.0933442-07:00,2023-05-27T02:03:33.0933442Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,06e88cd1-c4a2-4faf-9dd8-d5a696aff8fb,53.86868,-126.96346,14.51148,6.29181,-2.3699,-8.64477,-0.71523,8.41945,-4.56958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
109,2023-05-26,19:03:53.02,4,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,4,Top,2,1,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Double,0,1,,89.02587,-2.480955,-1.517425,2021.3279,224.293971,1:30,6.24009,0.94227,6.3903,-18.93989,15.95213,14.39241,2.37753,0.74556,80.89024,-6.097394,1.090862,0.425142,94.1549,-5.78941,-41.667662,,,,,26.51445,12.73233,-38.316839,0.17415,-8.0191,9.45024,-0.83968,50,6.05281,2.8637,-129.22743,-6.12027,-13.43007,29.3468,-16.34711,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ba269b10-fc32-11ed-a9f6-11b62def9100,88.65841,2.42933,,8.13563,,,,2.90437,2.42933,-0.51016,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:03:53.02,2023-05-26T19:03:53.0264770-07:00,2023-05-27T02:03:53.0264770Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,8327b4c8-f49f-41d2-91d2-ce184a76abdc,54.11042,-130.15753,14.6734,6.23857,-5.60217,-8.17355,-0.93719,3.28935,-6.71503,180,2.9003,102.77725,,,,,,,,2.42989,-13.9496,,,,,,,,-0.50653,-91.46719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
110,2023-05-26,19:04:51.68,5,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Navyac, JT",1000016900,Right,CAL_FUL,Undefined,4,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.60408,0.857141,0.253098,1928.764644,51.794086,7:45,6.23749,0.78587,5.77575,-48.53696,-3.03118,-5.69359,2.99042,0.54692,72.0576,-8.049259,-0.768342,0.485517,,,,,,,,,,,,2.97201,-1.34114,-0.80332,50,6.27907,-0.28837,-114.18719,0.12803,3.90817,21.8159,-33.93765,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,dd246e30-fc32-11ed-a9f6-11b62def9100,77.63358,,,6.54647,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:04:51.68,2023-05-26T19:04:51.6810946-07:00,2023-05-27T02:04:51.6810946Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,89fd7d23-9c59-412f-b3b6-4fc22edfc2ad,54.7256,-115.08649,10.90795,6.24496,1.52702,-16.96883,-0.78811,-0.44948,1.95408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
111,2023-05-26,19:05:15.64,5,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Navyac, JT",1000016900,Right,CAL_FUL,Undefined,4,Top,2,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.04102,-0.12467,-1.700539,1940.470464,42.623281,7:30,6.24131,0.68988,5.61517,-52.10751,-6.05969,-7.12115,1.78261,-1.4912,71.65325,-9.64666,-2.974603,0.4884,,,,,,,,,,,,3.02677,-2.52717,-0.53994,50,6.19735,3.68083,-114.57402,-2.0076,3.93851,25.33117,-35.46251,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,eb678db0-fc32-11ed-a9f6-11b62def9100,77.17528,,,7.38777,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:05:15.64,2023-05-26T19:05:15.6402882-07:00,2023-05-27T02:05:15.6402882Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,a2249fd0-afdc-4e2b-8eba-c9c39fd75944,54.88478,-115.64895,12.66559,6.25062,-0.50274,-17.73125,-0.6926,3.51369,1.96926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
112,2023-05-26,19:05:39.02,5,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Navyac, JT",1000016900,Right,CAL_FUL,Undefined,4,Top,2,1,1,ChangeUp,Changeup,InPlay,Undefined,Popup,Out,1,0,,81.35753,-2.447316,-2.191937,1486.915526,225.176792,1:30,6.22662,1.0342,6.44273,-26.98383,14.48875,13.21442,1.72612,0.12026,74.56082,-7.529329,0.205345,0.463502,60.75198,71.548108,10.08707,,,,,,30.72038,,,-7.57437,8.69134,-0.88434,50,6.0405,4.0578,-118.1214,-5.77282,-10.66994,23.1187,-19.93063,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,f95c3f10-fc32-11ed-a9f6-11b62def9100,81.32093,79.523,,6.79671,,,,2.62295,2.07558,-0.12059,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:05:39.02,2023-05-26T19:05:39.0231234-07:00,2023-05-27T02:05:39.0231234Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,144eae06-4094-4316-97ca-8f13488ba473,54.05822,-118.91303,11.55935,6.22648,-5.09036,-9.96531,-1.02955,4.42315,-5.33497,189.575144,2.62295,27.76582,-8.93852,2.94692,-0.69746,0.14696,-0.03131,0.00561,-0.00063,2.07558,84.52194,-22.77135,2.08607,-0.31122,0.02476,-0.00014,-0.00073,0.00024,-0.12059,4.93939,1.87265,-0.99933,0.29721,-0.07135,0.01585,-0.00279,0.00028,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
113,2023-05-26,19:07:53.14,1,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,4,Bottom,0,0,0,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.34523,-2.551786,2.017231,2329.292057,147.696167,11:00,6.09993,-1.51977,6.46553,-16.74981,20.41379,-12.06005,2.35729,-0.67118,78.07041,-5.802958,-0.169849,0.438763,80.81732,56.490032,65.398073,4813.437417,,,,,108.51014,,,6.95426,11.88264,1.3824,50,5.91199,-3.95199,-125.23755,-5.97641,10.89462,28.50219,-13.55853,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,494650b0-fc33-11ed-a9f6-11b62def9100,85.90606,110.45143,,8.27482,,,,1.08363,2.64057,0.6854,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:07:53.14,2023-05-26T19:07:53.1495618-07:00,2023-05-27T02:07:53.1495618Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,693f5a9c-dadd-48af-b34f-4f1487eb3f8f,54.03351,-126.15217,14.2511,6.09679,-5.54133,-6.77927,1.51482,-4.30159,5.44731,,1.08363,27.24303,-14.13735,4.28063,-1.10957,0.23609,-0.04184,0.00318,0.0004,2.64057,98.8306,-28.01077,3.76419,-0.73408,0.11548,-0.01387,-9E-05,0.00029,0.6854,59.49875,-2.99142,-1.17889,0.61464,-0.21741,0.06035,-0.01327,0.00125,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
114,2023-05-26,19:08:11.55,1,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,4,Bottom,0,0,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,86.77226,-2.353424,2.487013,2291.753685,148.016148,11:00,6.11343,-1.48368,6.38468,-18.42481,18.51592,-10.72993,2.40983,-0.08857,78.42959,-5.901556,0.544939,0.437446,88.83357,55.565031,24.880741,4530.013841,89.38474,122.99648,64.11191,226.90038,121.80952,36.506959,5.56352,6.38662,10.79272,1.30926,50,5.93517,-5.04795,-125.80728,-5.64212,10.09475,28.80542,-15.11499,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,5440fbf0-fc33-11ed-a9f6-11b62def9100,86.16484,127.89358,,8.34267,,,,1.65822,2.48107,0.11466,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:08:11.55,2023-05-26T19:08:11.5593922-07:00,2023-05-27T02:08:11.5593922Z,FlyBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,446cc1c5-16be-4039-8783-77bb6f22745d,54.11403,-126.74575,14.40271,6.11097,-5.14968,-7.55749,1.47907,-5.37683,5.04738,212.602139,1.59622,67.81023,-23.42085,10.06577,-3.40313,0.66323,-0.04619,-0.00298,0.00042,2.49694,107.06736,-27.60002,0.45152,2.16939,-1.14677,0.27911,-0.03326,0.00155,0.17206,29.95215,6.85073,-8.3083,4.88938,-1.67325,0.31851,-0.03135,0.00125,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
115,2023-05-26,19:08:47.66,2,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"King, Wyatt",1000133912,Right,CAL_MUS,Undefined,4,Bottom,1,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.55906,-3.449829,4.393815,2357.784945,151.886856,11:00,6.02268,-1.45147,6.75669,-18.10466,18.4484,-9.18335,1.34971,1.80452,78.81133,-6.935109,2.725481,0.435144,,,,,,,,,,,,6.22248,11.20024,1.16655,50,5.78866,-9.30511,-125.3107,-8.00362,9.82041,27.08524,-14.49772,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,69c408a0-fc33-11ed-a9f6-11b62def9100,86.62059,,,7.74773,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:08:47.66,2023-05-26T19:08:47.6668098-07:00,2023-05-27T02:08:47.6668098Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,90d250d2-da62-4361-8f3b-23e16ab8fbc2,53.74443,-126.11744,13.54262,6.02062,-7.5718,-7.24886,1.44806,-9.59761,4.91021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
116,2023-05-26,19:09:12.35,2,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"King, Wyatt",1000133912,Right,CAL_MUS,Undefined,4,Bottom,1,1,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.29444,-4.948047,3.344848,2429.839352,136.294466,10:30,6.02914,-1.4909,6.53429,-17.09288,19.66678,-17.42706,0.04681,0.12856,78.56258,-8.254229,0.183172,0.436372,,,,,,,,,,,,10.40812,12.46131,1.26614,50,5.67718,-6.72959,-126.1275,-11.34756,16.40861,30.75223,-12.5285,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,787a0e30-fc33-11ed-a9f6-11b62def9100,86.37676,,,8.73186,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:09:12.35,2023-05-26T19:09:12.3525826-07:00,2023-05-27T02:09:12.3525826Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,e2364a1e-5b88-4302-ab7e-b60c0bea7dc5,53.96671,-127.09098,15.37612,6.02656,-10.95504,-6.26425,1.48504,-7.24368,8.2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
