PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
241,2023-05-26,20:20:19.16,1,1,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.829,-1.415147,0.10895,1912.061202,214.19356,1:15,6.09722,1.79556,5.47123,-17.37383,17.31564,10.95505,3.32476,2.81044,82.33526,-4.701749,2.059816,0.423907,,,,,,,,,,,,-5.44079,9.47977,-1.81263,50,5.96126,-0.76029,-131.70379,-3.80806,-9.47667,30.15354,-15.66237,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,67b197d0-fc3d-11ed-a9f6-11b62def9100,88.91684,,,8.49374,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:20:19.16,2023-05-26T20:20:19.1694018-07:00,2023-05-27T03:20:19.1694018Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,a08c16ad-869b-405e-ae2d-bd4f0e41c84b,55.02601,-132.84951,15.07677,6.09464,-3.21295,-7.83118,-1.79058,-0.40021,-4.73833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
242,2023-05-26,20:20:35.50,1,2,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.0706,-2.606638,-1.852621,2161.123634,211.337275,1:00,6.01228,1.7319,5.67895,-15.08965,19.2921,11.00083,2.32188,0.92097,82.36558,-5.497932,0.113197,0.422022,,,,,,,,,,,,-6.14496,10.94957,-1.58269,50,5.7831,3.77304,-131.92768,-6.44587,-10.71127,30.94066,-13.08791,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,716cbe30-fc3d-11ed-a9f6-11b62def9100,89.31386,,,8.70502,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:20:35.50,2023-05-26T20:20:35.5016386-07:00,2023-05-27T03:20:35.5016386Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,6256c14f-5159-4920-841a-e8238e327faf,54.81934,-133.05315,15.47033,6.00891,-5.9698,-6.54396,-1.72702,4.16266,-5.35563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
243,2023-05-26,20:20:52.55,1,3,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,1,1,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,85.04426,-2.319976,-1.369106,1312.259035,235.151794,1:45,5.7202,2.01314,6.11808,-26.35809,12.14886,15.60733,1.37695,2.04768,77.69127,-7.252371,1.446859,0.446623,,,,,,,,,,,,-8.40378,7.34705,-1.91583,50,5.52861,2.32676,-123.42234,-5.79768,-12.89594,25.74969,-20.89973,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,7b96d300-fc3d-11ed-a9f6-11b62def9100,84.39432,,,7.35299,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:20:52.55,2023-05-26T20:20:52.5543618-07:00,2023-05-27T03:20:52.5543618Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,20054759-5cf6-4d87-b68e-2d022538dcd6,54.3809,-124.33297,12.87484,5.72057,-5.05857,-10.44987,-2.00618,2.78282,-6.44797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
244,2023-05-26,20:21:10.43,1,4,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.41347,-2.535429,-2.05847,2025.707029,215.066449,1:15,6.05026,1.74344,5.79381,-13.80642,20.20686,13.32446,2.53815,0.93815,82.54981,-5.206231,0.327223,0.419755,68.40155,46.649714,-137.000917,3502.844398,,,,,46.81497,,,-7.44705,11.45851,-1.58212,50,5.83337,4.17232,-132.44437,-6.24347,-13.06211,31.59601,-12.07581,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,8645a830-fc3d-11ed-a9f6-11b62def9100,89.79629,39.68834,,8.86367,,,,1.32392,2.55714,-0.93246,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:21:10.43,2023-05-26T20:21:10.4348354-07:00,2023-05-27T03:21:10.4348354Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,e2b6f38a-abd3-4c84-8ec8-2cbebfc84a91,54.70526,-133.56214,15.79801,6.04668,-5.81627,-6.0379,-1.73789,4.63442,-6.53105,,1.32392,-50.36674,-1.45008,2.90523,-1.05138,0.31303,-0.06242,0.0003,0.00399,2.55714,72.95129,-33.41278,5.54463,-1.24275,0.29631,-0.14671,0.10397,-0.03587,-0.93246,-46.96624,8.27942,-1.1471,0.13554,-0.01742,0.05614,-0.05898,0.022,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
245,2023-05-26,20:21:32.61,1,5,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.21306,-2.756573,-1.195197,2275.621642,118.000733,10:00,5.7367,1.85451,5.44814,-36.44415,5.22016,-7.03012,0.11628,0.1495,75.74213,-9.414227,-2.449206,0.464573,,,,,,,,,,,,3.22669,3.86532,-1.74372,50,5.46784,2.79476,-120.54017,-7.05399,4.67184,26.91252,-26.57759,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,9378b740-fc3d-11ed-a9f6-11b62def9100,81.13359,,,7.47093,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:21:32.61,2023-05-26T20:21:32.6131906-07:00,2023-05-27T03:21:32.6131906Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,0cfb4942-3395-4fb7-9541-0b2eea2c68ac,55.05353,-121.66323,13.45626,5.73906,-5.94491,-13.28879,-1.85628,2.59981,2.33592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
246,2023-05-26,20:21:53.15,1,6,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,3,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,91.26755,-2.241655,-1.625574,2061.154583,226.783604,1:30,6.0152,1.60644,5.89724,-19.16426,14.63812,14.34954,2.33509,1.29262,82.92496,-5.860746,0.950768,0.418451,64.62384,33.573291,-54.836368,3271.696955,59.41938,38.60463,-92.57045,187.29181,178.38867,-59.146279,3.076667,-7.84642,8.51406,-1.48389,50,5.82373,3.13676,-132.38522,-5.78852,-13.81411,30.3621,-17.18448,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,9fb75430-fc3d-11ed-a9f6-11b62def9100,90.07601,39.19749,,8.3426,,,,1.18907,2.30284,-0.93942,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:21:53.15,2023-05-26T20:21:53.1523266-07:00,2023-05-27T03:21:53.1523266Z,FlyBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,91b1e281-f10b-4c1b-957b-8311b5659cc8,54.60267,-133.43665,15.18105,6.01388,-5.19343,-8.59224,-1.6008,3.61513,-6.90706,,1.18895,45.48459,-9.34059,2.59469,-0.65205,0.19253,-0.05522,0.00987,-0.00072,2.30292,52.41179,-20.27608,1.33596,-0.11575,-0.00249,-0.00797,0.00495,-0.0007,-0.93931,-64.56287,8.95195,-2.89909,0.79784,-0.23964,0.069,-0.01289,0.00102,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
247,2023-05-26,20:22:17.40,1,7,"True, Derek",1000048879,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,8,Top,0,3,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Single,0,0,,92.2388,-2.985086,-3.018783,2103.631073,219.999086,1:15,5.95641,1.65231,5.80386,-15.01265,18.52288,14.50331,1.92271,0.05071,83.13065,-5.870554,-0.423797,0.416796,80.56968,20.709543,10.177239,1977.824512,108.71129,32.25098,16.78849,271.76322,271.76322,6.873896,3.364459,-8.42079,10.78886,-1.41322,50,5.70215,6.40328,-133.48481,-7.40724,-14.96358,32.78948,-13.00242,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ae20c060-fc3d-11ed-a9f6-11b62def9100,90.43369,35.38618,,9.10814,,,,2.32182,2.04648,-0.02368,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:22:17.40,2023-05-26T20:22:17.4080194-07:00,2023-05-27T03:22:17.4080194Z,LineDrive,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,9d748c81-ce49-420d-b62f-dfc148c9472b,54.69607,-134.63342,16.39474,5.95364,-6.95177,-6.50121,-1.64671,6.92746,-7.48179,165.52849,2.32165,108.7993,-15.29203,3.35225,-0.72288,0.16314,-0.03313,0.00423,-0.00021,2.04663,41.78361,-13.46823,0.16141,0.09305,-0.04342,0.00907,-0.00011,-0.00013,-0.02375,19.53268,-4.93529,0.98955,-0.20109,0.04605,-0.00987,0.00126,-6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
248,2023-05-26,20:23:11.68,2,1,"True, Derek",1000048879,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,8,Top,0,0,0,Fastball,Sinker,InPlay,Undefined,Bunt,Single,0,0,,90.41727,-2.461919,-2.542963,1850.446815,219.980386,1:15,6.12407,1.5913,5.5315,-17.21091,17.85025,13.9265,2.38473,0.37312,81.85369,-5.724502,-0.062293,0.426172,38.88066,-34.479082,28.404106,,,,,5.62428,5.61198,13.257042,0.076799,-7.83087,10.1376,-1.37993,50,5.89884,5.19133,-130.93886,-6.17705,-13.45818,30.24963,-14.75149,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ce81c890-fc3d-11ed-a9f6-11b62def9100,88.44423,2.50894,,8.56358,,,,2.26082,2.50894,-0.44811,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:23:11.68,2023-05-26T20:23:11.6802242-07:00,2023-05-27T03:23:11.6802242Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,6b8e7361-aff4-4f6e-bd2b-d7960c002bc4,54.96798,-132.08159,15.12482,6.12166,-5.61979,-7.37574,-1.58564,5.69973,-6.72909,180,2.25469,41.84398,,,,,,,,2.51372,-32.66895,,,,,,,,-0.45143,22.62883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
249,2023-05-26,20:24:32.37,3,1,"True, Derek",1000048879,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,8,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.84682,-1.672721,-2.586746,1946.04005,214.543281,1:15,6.10193,1.48157,5.87907,-16.37296,18.65332,11.99028,3.18198,0.07672,81.24275,-4.813432,-0.437733,0.42596,,,,,,,,,,,,-6.89189,10.39524,-1.27922,50,5.9572,5.35902,-130.21322,-4.2669,-11.71079,29.97396,-14.51026,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,fe9cb1c0-fc3d-11ed-a9f6-11b62def9100,88.48828,,,8.60408,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:24:32.37,2023-05-26T20:24:32.3728578-07:00,2023-05-27T03:24:32.3728578Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,4bc0f53d-e9a3-4b27-96ff-960de942930b,54.6188,-131.27212,14.98698,6.09889,-3.75429,-7.25513,-1.47585,5.77273,-5.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
250,2023-05-26,20:25:15.90,3,2,"True, Derek",1000048879,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,8,Top,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.31086,-2.434746,-2.543811,1992.156996,214.248031,1:15,6.08073,1.67739,5.63391,-13.68946,21.48253,13.74032,2.66468,0.44744,81.30122,-5.091254,-0.092393,0.426845,60.04019,39.716456,166.802463,4435.939949,,,,,62.31153,,,-7.80394,12.05701,-1.46996,50,5.86502,5.19922,-130.74422,-5.93413,-13.30273,31.47817,-11.62147,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,189010e0-fc3e-11ed-a9f6-11b62def9100,88.30481,34.35515,,9.00964,,,,1.588,2.70098,-0.46713,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:25:15.90,2023-05-26T20:25:15.9046850-07:00,2023-05-27T03:25:15.9046850Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,d7a8cec1-f971-4a77-9a06-0d32e98e42ed,54.86509,-131.91035,15.73909,6.07688,-5.50361,-5.81074,-1.6717,5.69203,-6.65137,144.843291,1.58835,-65.96789,18.80578,-1.81383,1.24815,-1.06365,0.54662,-0.14327,0.01464,2.70118,56.25815,-30.12337,5.26473,-0.7711,-0.12551,0.14974,-0.04281,0.00423,-0.46719,15.46802,-3.15741,0.34589,-0.21096,0.17092,-0.0868,0.02269,-0.00232,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
251,2023-05-26,20:25:57.48,3,3,"True, Derek",1000048879,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,8,Top,0,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,89.66839,-1.546581,-2.50682,2054.08284,216.497344,1:15,6.10885,1.50699,5.87296,-18.16934,17.28784,11.80107,3.15648,0.16049,80.46095,-5.026939,-0.391546,0.428572,92.23158,0.347753,-6.973734,794.023244,,,,72.7772,71.11685,-5.374199,0.567227,-6.87961,9.73981,-1.31098,50,5.97331,5.17729,-129.87539,-4.04179,-11.52151,32.14433,-15.86246,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,315cca50-fc3e-11ed-a9f6-11b62def9100,87.94896,3.2263,,9.20744,,,,1.4656,3.21186,-0.16985,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:25:57.48,2023-05-26T20:25:57.4854338-07:00,2023-05-27T03:25:57.4854338Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,5a434f54-0dfe-473b-b85d-4d6de6e99641,54.62503,-131.01509,16.07216,6.10665,-3.47938,-7.93123,-1.50179,5.58579,-5.76075,237.770068,1.48707,133.761,-15.30075,,,,,,,3.21383,0.77595,-11.36293,,,,,,,-0.18546,-16.05197,7.73533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
252,2023-05-26,20:26:51.53,4,1,"True, Derek",1000048879,Right,CAL_MUS,"Haley, Jack",1000115043,Right,CAL_FUL,Undefined,8,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.9411,-3.749672,-3.028688,2262.735663,211.186638,1:00,6.13555,1.56947,5.67286,-13.71217,20.29722,11.51386,1.48703,-0.29742,82.81133,-6.396225,-0.974261,0.419731,,,,,,,,,,,,-6.86134,11.9091,-1.32121,50,5.81008,6.5187,-132.89401,-9.10706,-12.07643,32.68084,-11.21327,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,518fe4b0-fc3e-11ed-a9f6-11b62def9100,89.80148,,,9.12977,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:26:51.53,2023-05-26T20:26:51.5394754-07:00,2023-05-27T03:26:51.5394754Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,33dddfee-ec57-490f-b2c3-8a70f4889775,54.82651,-134.07568,16.34042,6.13203,-8.70162,-5.60664,-1.56481,6.95536,-6.03822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
253,2023-05-26,20:27:10.18,4,2,"True, Derek",1000048879,Right,CAL_MUS,"Haley, Jack",1000115043,Right,CAL_FUL,Undefined,8,Top,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.87793,-3.545979,-1.89241,2165.798871,217.051017,1:15,6.06782,1.52453,5.65311,-16.23505,18.69158,13.09284,1.40161,0.84995,81.58643,-6.650419,0.446758,0.425353,,,,,,,,,,,,-7.33284,11.09103,-1.37284,50,5.75703,3.76501,-131.4332,-8.63415,-12.55886,33.28427,-13.17852,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,5cbac7b0-fc3e-11ed-a9f6-11b62def9100,88.61443,,,9.29149,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:27:10.18,2023-05-26T20:27:10.1892802-07:00,2023-05-27T03:27:10.1892802Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,9a4ae6b8-b868-43d9-bd38-1686fbbc991c,54.84593,-132.65471,16.64214,6.06502,-8.1505,-6.58926,-1.51947,4.22591,-6.27943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
254,2023-05-26,20:27:46.53,4,3,"True, Derek",1000048879,Right,CAL_MUS,"Haley, Jack",1000115043,Right,CAL_FUL,Undefined,8,Top,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.20994,-4.181147,-3.678695,2361.79037,101.636633,9:30,5.786,1.855,5.82166,-37.33183,3.44421,-9.20312,-1.2273,-2.33685,76.29516,-10.989138,-5.326504,0.459594,,,,,,,,,,,,3.50988,3.56666,-1.54779,50,5.42038,8.16387,-121.55884,-10.1209,5.10814,29.89969,-26.98327,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,725294e0-fc3e-11ed-a9f6-11b62def9100,82.01255,,,7.91477,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:27:46.53,2023-05-26T20:27:46.5312450-07:00,2023-05-27T03:27:46.5312450Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,d0adcfe0-0a73-4070-b5ec-7c9f99696701,54.68021,-122.70462,14.94985,5.78841,-9.08687,-13.49163,-1.85689,7.96812,2.55407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
255,2023-05-26,20:28:12.72,4,4,"True, Derek",1000048879,Right,CAL_MUS,"Haley, Jack",1000115043,Right,CAL_FUL,Undefined,8,Top,0,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.64028,-2.230867,-3.213152,2175.915049,211.185111,1:00,6.11982,1.39194,6.06806,-15.31335,18.53332,10.42316,2.77489,-0.71616,82.00308,-5.203688,-1.340167,0.418725,76.56254,38.161516,139.265526,4365.991417,,,,,59.7612,,,-6.46126,10.67465,-1.14812,50,5.93853,6.99241,-132.60311,-5.58084,-11.24985,34.20425,-13.5882,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,81f25e30-fc3e-11ed-a9f6-11b62def9100,90.01709,41.00977,,9.63719,,,,1.63714,2.67526,0.62342,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:28:12.72,2023-05-26T20:28:12.7216834-07:00,2023-05-27T03:28:12.7216834Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,0f586858-3b54-4e6f-acf7-fa8399899764,54.42922,-133.74072,17.10213,6.11663,-5.12891,-6.7941,-1.3869,7.36658,-5.62492,302.674818,1.63714,-66.90243,2.62394,0.22045,-0.20109,0.55282,-1.48007,1.81855,-0.7979,2.67526,69.38274,-26.27975,3.1655,-0.72396,0.30751,-0.41865,0.43657,-0.17766,0.62342,57.61504,-13.90593,3.11552,-0.80131,0.82269,-1.85073,2.17573,-0.93442,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
256,2023-05-26,20:28:38.32,4,5,"True, Derek",1000048879,Right,CAL_MUS,"Haley, Jack",1000115043,Right,CAL_FUL,Undefined,8,Top,0,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,83.67688,-1.829066,-2.284999,2258.015505,107.662432,9:30,5.80531,1.64713,5.56597,-36.04604,4.74296,-10.61434,1.09082,-1.37318,76.50709,-8.424201,-4.178235,0.459666,,,,,,,,,,,,4.68201,3.36461,-1.44278,50,5.62381,5.27576,-121.28027,-5.11816,6.91089,25.70817,-27.2077,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,913a91a0-fc3e-11ed-a9f6-11b62def9100,81.99955,,,7.16979,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:28:38.32,2023-05-26T20:28:38.3226562-07:00,2023-05-27T03:28:38.3226562Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,6abb6539-28c3-4b5a-bf02-a595a5653bc0,54.93376,-122.32162,12.85409,5.80881,-4.01606,-13.60385,-1.65082,4.99583,3.45544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
257,2023-05-26,20:29:13.26,5,1,"True, Derek",1000048879,Right,CAL_MUS,"Lew, Zach",1000029264,Right,CAL_FUL,Undefined,8,Top,1,0,0,Fastball,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.50736,-1.356506,-2.153993,2298.517515,179.352616,12:00,5.97234,1.58406,5.87519,-23.40923,11.98339,-0.1211,2.76052,-0.42761,80.87459,-5.755049,-2.175707,0.428181,,,,,,,,,,,,-0.62445,6.93107,-1.40973,50,5.84919,4.88428,-129.71953,-3.83457,-1.04923,30.64739,-20.52785,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,a6071f90-fc3e-11ed-a9f6-11b62def9100,88.02912,,,8.63277,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,03:29:13.26,2023-05-26T20:29:13.2654786-07:00,2023-05-27T03:29:13.2654786Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,1f9ef0e8-56be-4096-bd7b-4b95ffa01921,54.62172,-130.80689,15.3237,5.97232,-3.10624,-10.26392,-1.58368,4.92151,-0.52462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
